T,H,algo,mean,lo,hi
500,20,oracle,0.0388666666666667,0.03559833333333337,0.042066666666666704
500,20,stage1,0.10979999999999998,0.10319999999999999,0.11666666666666664
500,30,em1,0.013200000000000012,0.011533333333333343,0.01506666666666668
500,30,em10,0.012266666666666677,0.010866666666666676,0.013733333333333346
500,30,em2,0.012266666666666677,0.010866666666666676,0.013733333333333346
500,30,em3,0.012266666666666677,0.01080000000000001,0.013733333333333346
500,30,em4,0.012266666666666677,0.010866666666666676,0.013733333333333346
500,30,em5,0.012266666666666677,0.01080000000000001,0.013733333333333346
500,30,em6,0.012266666666666677,0.01080000000000001,0.013733333333333346
500,30,em7,0.012266666666666677,0.010866666666666676,0.013733333333333346
500,30,em8,0.012266666666666677,0.01080000000000001,0.013800000000000012
500,30,em9,0.012266666666666677,0.010866666666666676,0.013733333333333346
500,30,oracle,0.01140000000000001,0.009531666666666676,0.013400000000000013
500,30,stage1,0.03700000000000003,0.03420000000000003,0.0398666666666667
500,40,em1,0.003333333333333336,0.002533333333333336,0.004200000000000004
500,40,em10,0.002933333333333336,0.0022666666666666686,0.00366666666666667
500,40,em2,0.002933333333333336,0.002200000000000002,0.0036000000000000034
500,40,em3,0.002933333333333336,0.002200000000000002,0.0036000000000000034
500,40,em4,0.002933333333333336,0.0022666666666666686,0.00366666666666667
500,40,em5,0.002933333333333336,0.0022666666666666686,0.0036000000000000034
500,40,em6,0.002933333333333336,0.0022650000000000023,0.00366666666666667
500,40,em7,0.002933333333333336,0.002200000000000002,0.00366666666666667
500,40,em8,0.002933333333333336,0.002200000000000002,0.00366666666666667
500,40,em9,0.002933333333333336,0.0022666666666666686,0.0036000000000000034
500,40,oracle,0.002933333333333336,0.0020000000000000018,0.003933333333333336
500,40,stage1,0.012333333333333344,0.010533333333333342,0.014200000000000013
500,50,em1,0.0006000000000000005,0.00020000000000000017,0.0011333333333333343
500,50,em10,0.0006000000000000005,0.0002666666666666669,0.0010000000000000009
500,50,em2,0.0006000000000000005,0.0002666666666666669,0.0010000000000000009
500,50,em3,0.0006000000000000005,0.0002666666666666669,0.0010000000000000009
500,50,em4,0.0006000000000000005,0.0002666666666666669,0.0010000000000000009
500,50,em5,0.0006000000000000005,0.0002666666666666669,0.0010000000000000009
500,50,em6,0.0006000000000000005,0.0002666666666666669,0.0010000000000000009
500,50,em7,0.0006000000000000005,0.0002666666666666669,0.0010000000000000009
500,50,em8,0.0006000000000000005,0.0002666666666666669,0.0010000000000000009
500,50,em9,0.0006000000000000005,0.0002666666666666669,0.0010000000000000009
500,50,oracle,0.0008000000000000007,0.00040000000000000034,0.001200000000000001
500,50,stage1,0.00386666666666667,0.0028000000000000026,0.0050000000000000044
600,10,em1,0.3891666666666667,0.36594305555555556,0.4126125
600,10,em10,0.29255555555555557,0.2631666666666667,0.3251125
600,10,em2,0.3600555555555556,0.3348875,0.38689027777777774
600,10,em3,0.3393888888888889,0.31177638888888887,0.36899999999999994
600,10,em4,0.32622222222222225,0.2973305555555556,0.35655694444444447
600,10,em5,0.3157777777777778,0.2865555555555555,0.3468902777777777
600,10,em6,0.30883333333333335,0.2792777777777778,0.3405583333333333
600,10,em7,0.30277777777777776,0.2740555555555556,0.3336124999999999
600,10,em8,0.2979444444444444,0.2695513888888889,0.33022222222222225
600,10,em9,0.29488888888888887,0.266,0.32695138888888886
600,10,oracle,0.15744444444444441,0.15127638888888884,0.1642222222222222
600,10,stage1,0.4387222222222222,0.4193875,0.45816666666666656
600,20,em1,0.0485,0.04522222222222221,0.05155555555555557
600,20,em10,0.04016666666666667,0.03755416666666666,0.04272222222222223
600,20,em2,0.04183333333333335,0.03888888888888891,0.044666666666666695
600,20,em3,0.041,0.03822222222222223,0.04355555555555557
600,20,em4,0.04044444444444444,0.03772222222222223,0.04305555555555558
600,20,em5,0.040111111111111104,0.037333333333333336,0.04266666666666667
600,20,em6,0.04016666666666667,0.037444444444444454,0.04272222222222224
600,20,em7,0.04016666666666667,0.037444444444444454,0.04277777777777779
600,20,em8,0.04016666666666667,0.037444444444444454,0.042777777777777776
600,20,em9,0.04016666666666667,0.03750000000000001,0.042722222222222224
600,20,oracle,0.03872222222222222,0.03572222222222221,0.04183333333333333
600,20,stage1,0.11083333333333333,0.10544444444444444,0.11633333333333333
600,30,em1,0.010166666666666668,0.008722222222222223,0.011722222222222222
600,30,em10,0.009444444444444445,0.008055555555555554,0.010888888888888892
600,30,em2,0.009444444444444445,0.008055555555555545,0.010833333333333342
600,30,em3,0.009388888888888891,0.007999999999999997,0.010833333333333339
600,30,em4,0.009444444444444445,0.008000000000000004,0.01094444444444445
600,30,em5,0.009444444444444445,0.007999999999999997,0.010945833333333328
600,30,em6,0.009444444444444445,0.00805555555555556,0.010944444444444446
600,30,em7,0.009444444444444445,0.008055555555555548,0.010944444444444442
600,30,em8,0.009444444444444445,0.008055555555555545,0.010888888888888896
600,30,em9,0.009444444444444445,0.008055555555555548,0.01094444444444445
600,30,oracle,0.009166666666666679,0.007777777777777776,0.010666666666666673
600,30,stage1,0.03466666666666665,0.03205555555555554,0.037388888888888874
600,40,em1,0.003722222222222219,0.0029444444444444457,0.0045000000000000005
600,40,em10,0.003722222222222219,0.0029444444444444422,0.004499999999999996
600,40,em2,0.003722222222222219,0.0029444444444444422,0.004499999999999996
600,40,em3,0.003722222222222219,0.0029444444444444383,0.004555555555555546
600,40,em4,0.003722222222222219,0.0029444444444444457,0.0045000000000000005
600,40,em5,0.003722222222222219,0.0029444444444444422,0.00455555555555555
600,40,em6,0.003722222222222219,0.0029444444444444383,0.004500000000000004
600,40,em7,0.003722222222222219,0.0029444444444444383,0.004499999999999993
600,40,em8,0.003722222222222219,0.0029444444444444422,0.0045000000000000005
600,40,em9,0.003722222222222219,0.0029444444444444457,0.0045000000000000005
600,40,oracle,0.00344444444444445,0.0026111111111111157,0.0042777777777777875
600,40,stage1,0.012444444444444447,0.011111111111111105,0.013888888888888885
600,50,em1,0.0008888888888888984,0.0005000000000000078,0.0012777777777777887
600,50,em10,0.0008333333333333452,0.0005000000000000078,0.001222222222222232
600,50,em2,0.0008333333333333452,0.0004986111111111123,0.001222222222222232
600,50,em3,0.0008333333333333452,0.0005000000000000078,0.0012222222222222356
600,50,em4,0.0008333333333333452,0.0004444444444444547,0.0012222222222222356
600,50,em5,0.0008333333333333452,0.0005000000000000041,0.001222222222222232
600,50,em6,0.0008333333333333452,0.0005000000000000078,0.001222222222222232
600,50,em7,0.0008333333333333452,0.0004444444444444547,0.0012222222222222356
600,50,em8,0.0008333333333333452,0.0005000000000000041,0.001222222222222232
600,50,em9,0.0008333333333333452,0.0005000000000000041,0.0012222222222222356
600,50,oracle,0.0010000000000000193,0.000666666666666682,0.0013333333333333567
600,50,stage1,0.004777777777777788,0.0037222222222222305,0.005888888888888891
